headline;source;section;published;abstract;keywords;word_count
New iPhones Fuel Strong Profit for Apple;The New York Times;Technology;28/01/2020;Apple found renewed growth with an increase in phone sales as well as younger products, like the Apple Watch, AirPods and its subscription services.;['Apple Inc', 'Company Reports', 'Wearable Computing', 'iPhone', 'Apple TV', 'Apple TV Plus'];786
Pressured by Simmons Over Exposé, Oprah Winfrey Faced a Big Decision;The New York Times;Movies;17/01/2020;Ms. Winfrey acknowledged that Russell Simmons pushed her to abandon a documentary about his accusers, but said her own concerns led her to pull support.;['Documentary Films and Programs', 'On the Record (Movie)', 'Winfrey, Oprah', 'Simmons, Russell', 'Apple Inc', '#MeToo Movement', 'Rap and Hip-Hop', 'Sexual Harassment', 'Sex Crimes', 'Ziering, Amy', 'Dick, Kirby'];2513
Does the F.B.I. Need Apple to Hack Into iPhones?;The New York Times;Technology;17/01/2020;There are tools to crack into the phones at the center of a new dispute over encryption. But the F.BI. says it still needs Apple’s aid.;['Computer Security', 'Computers and the Internet', 'Naval Air Station Pensacola Shooting (2019)', 'Privacy', 'iPhone', 'Apple Inc', 'Federal Bureau of Investigation', 'Software'];1225
Delayed by Abuse Claim, Apple’s ‘The Banker’ Gets New Release Date;The New York Times;Business;16/01/2020;The film, starring Samuel L. Jackson and Anthony Mackie, was withdrawn after a producer, a son of one of its protagonists, was accused of sexual misconduct.;['The Banker (Movie)', 'Movies', 'Apple TV Plus', 'Jackson, Samuel L', 'Mackie, Anthony'];354
Apple Takes a (Cautious) Stand Against Opening a Killer’s iPhones;The New York Times;Technology;14/01/2020;The Silicon Valley giant is preparing for a legal fight over encryption, even as it works to reduce tensions with the Justice Department.;['Computer Security', 'Computers and the Internet', 'Naval Air Station Pensacola Shooting (2019)', 'Privacy', 'United States Politics and Government', 'iPhone', 'Apple Inc', 'Justice Department', 'Barr, William P', 'Cook, Timothy D', 'Alshamrani, Mohammed Saeed'];1562
F.B.I. Asks Apple to Help Unlock Two iPhones;The New York Times;Technology;07/01/2020;The request could reignite a fight between the Silicon Valley giant and law enforcement over access to encrypted technology.;['Computer Security', 'Smartphones', 'Apple Inc', 'Federal Bureau of Investigation', 'Alshamrani, Mohammed Saeed', 'Barr, William P', 'Naval Air Station Pensacola Shooting (2019)'];1028
Apple Deal Returns Former HBO Boss Richard Plepler to Spotlight;The New York Times;Business;02/01/2020;Ten months after he chafed under AT&T’s takeover of the network, he reboots himself as a producer in a five-year deal with Apple TV Plus.;['Television', 'Movies', 'Appointments and Executive Changes', 'Apple TV Plus', 'Home Box Office', 'Plepler, Richard', 'Cue, Eddy'];1387
The Week in Tech: Coronavirus Hits Apple’s Financial Forecast;The New York Times;Technology;21/02/2020;The iPhone maker, which depends on both factories and consumers in China, could be a bellwether for other big tech companies.;['Computers and the Internet', 'Privacy', 'Coronavirus (2019-nCoV)', 'Regulation and Deregulation of Industry', 'Home Automation and Smart Homes', 'Amazon.com Inc', 'Apple Inc'];890
Apple Signals Coronavirus’s Threat to Global Businesses;The New York Times;Technology;17/02/2020;Supply is a problem, the company warned, as factories slowly reopen in China, and demand is down, too, with stores there still mostly closed.;['Apple Inc', 'International Trade and World Market', 'Coronavirus (2019-nCoV)', 'Computers and the Internet', 'Factories and Manufacturing', 'Epidemics', 'Smartphones', 'China'];1122
France Fines Apple $1.2 Billion for Antitrust Issues;The New York Times;Technology;16/03/2020;The fine comes as the iPhone maker deals with the impact of the coronavirus pandemic.;['Computers and the Internet', 'Antitrust Laws and Competition Issues', 'Politics and Government', 'Coronavirus (2019-nCoV)', 'Factories and Manufacturing', 'Apple Inc', 'Ingram Micro Inc', 'Tech Data Corporation', 'France'];448
French as Apple Pie;The New York Times;Magazine;04/03/2020;This cross between a galette and a pie is hearty enough for two, but you’ll be forgiven if you eat it all yourself.;"['Pies', 'Cooking and Cookbooks', 'Apples', 'Paris (France)', ""Monty Python's Flying Circus (TV Program)"", 'Bakeries and Baked Products']";862
Apple Agrees to Pay Some iPhone Owners $25 Each;The New York Times;Technology;02/03/2020;A settlement for as much as $500 million would resolve a lawsuit accusing Apple of slowing old iPhones as it released new ones.;['iPhone', 'Apple Inc', 'Suits and Litigation (Civil)'];393
The Apple Family’s Checking In on Zoom. You’re Invited, Too.;The New York Times;Theater;25/04/2020;Richard Nelson’s new play, “What Do We Need to Talk About?” will be performed online, but live, restoring some of theater’s ephemerality.;['Theater', 'What Do We Need to Talk About?: Conversations on Zoom (Play)', 'Nelson, Richard J', 'Eustis, Oskar', 'Sanders, Jay O', 'Plunkett, Maryann', 'Actors and Actresses', 'Public Theater'];1303
Fiona Apple Is Back and Unbound: Let’s Discuss;The New York Times;Arts;17/04/2020;“Fetch the Bolt Cutters,” the singer and songwriter’s first album since 2012, is a bold, cathartic, challenging masterpiece. Our critics have a lot to say about it.;['Pop and Rock Music', 'Apple, Fiona', 'Fetch the Bolt Cutters (Album)'];2115
Trump Announces His ‘Opening the Country’ Council;The New York Times;U.S.;15/04/2020;He read off dozens of prominent names from Wall Street, Silicon Valley and the sports world. At least one person on the list was surprised to be on it.;['Unemployment Insurance', 'Bezos, Jeffrey P', 'Cook, Timothy D', 'Cuban, Mark', 'DeMint, Jim', 'Dimon, James', 'Trump, Donald J', 'Zuckerberg, Mark E'];788
The New York Times Pulls Out of Apple News;The New York Times;Technology;29/06/2020;The Times said Apple News did not align with its strategy of building direct relationships with paying readers.;['Mobile Applications', 'News and News Media', 'Computers and the Internet', 'Online Advertising', 'Newspapers', 'Apple Inc', 'New York Times', 'Kopit Levien, Meredith', 'Apple News'];775
Apple to Ditch Intel Chips in Macs as It Consolidates Its Power;The New York Times;Technology;22/06/2020;The move, announced in the live-streamed start to the company’s conference for developers, marks the end of a 15-year partnership.;['Mobile Applications', 'Computers and the Internet', 'Computer Chips', 'Privacy', 'Apple Inc', 'Basecamp LLC', 'Taiwan Semiconductor Manufacturing Company Ltd', 'Cook, Timothy D', 'Srouji, Johny', 'Intel Corporation'];989
After 15 Years, Apple Prepares to Break Up With Intel;The New York Times;Technology;19/06/2020;Apple could announce plans as soon as Monday to replace Intel processors in Macs with chips that it designed itself.;['Apple Inc', 'Intel Corporation', 'Computers and the Internet', 'Computer Chips'];1202
Apple Rejects Facebook’s Gaming App, for at Least the Fifth Time;The New York Times;Technology;18/06/2020;Apple has repeatedly denied Facebook’s new Gaming app from appearing in its App Store, citing its own rules.;['Mobile Applications', 'Computer and Video Games', 'Social Media', 'Software', 'Android (Operating System)', 'Antitrust Laws and Competition Issues', 'Apple Inc', 'Facebook Inc'];1064
Apple’s App Store Draws Antitrust Scrutiny in European Union;The New York Times;Business;16/06/2020;After complaints from rivals including Spotify, European authorities will investigate Apple’s App Store.;['Apple Inc', 'Mobile Applications', 'Antitrust Laws and Competition Issues', 'European Union', 'European Commission', 'Vestager, Margrethe', 'E-Commerce', 'Smartphones'];1268
5 on the Apple Watch at 5;International New York Times;Fashion;10/06/2020;Specialists describe the device’s impact on the watch world — and on our lives.;['Watches and Clocks', 'Wearable Computing', 'Apple Inc', 'Hodinkee', 'Wallpaper (Magazine)'];1039
Their Businesses Went Virtual. Then Apple Wanted a Cut.;The New York Times;Technology;28/07/2020;After Airbnb and ClassPass began selling virtual classes because of the pandemic, Apple tried to collect its commission on the sales.;['Mobile Applications', 'Computers and the Internet', 'E-Commerce', 'Prices (Fares, Fees and Rates)', 'Coronavirus (2019-nCoV)', 'Antitrust Laws and Competition Issues', 'Airbnb', 'ClassPass Inc', 'Apple Inc', 'Proton Technologies AG'];1256
Melania Trump Will Revamp White House Rose Garden;The New York Times;U.S.;27/07/2020;The first lady’s renovation of the garden, a signature showcase of power used by presidents for decades, is taking place as her husband enters a crucial stretch of his re-election effort.;['Trump, Melania', 'White House Building (Washington, DC)', 'Gardens and Gardening', 'United States Politics and Government', 'Presidential Election of 2020', 'Historic Buildings and Sites', 'Flowers and Plants', 'First Ladies (US)', 'Trump, Donald J'];1168
Apple Scores Legal Victory Against $14.9 Billion E.U. Tax Demand;The New York Times;Business;15/07/2020;The decision is a setback for European efforts to clamp down on what the authorities there believe is anticompetitive behavior.;['Apple Inc', 'Computers and the Internet', 'Corporate Taxes', 'Antitrust Laws and Competition Issues', 'Regulation and Deregulation of Industry', 'European Union', 'Decisions and Verdicts', 'Ireland', 'Tax Shelters', 'Vestager, Margrethe', 'European Commission'];821
How Apple’s 30% App Store Cut Became a Boon and a Headache;The New York Times;Technology;14/08/2020;App makers like the game company Epic and the music service Spotify are challenging Apple’s right to a large cut of their sales. Regulators have taken notice.;['Apple Inc', 'Google Inc', 'Epic Games', 'Fortnite (Video Game)', 'Spotify', 'Mobile Applications', 'E-Commerce', 'Mobile Commerce and Payments', 'Antitrust Laws and Competition Issues', 'Prices (Fares, Fees and Rates)', 'Suits and Litigation (Civil)', 'Regulation and Deregulation of Industry'];1434
Apple Replaces Phil Schiller as Its Top Marketing Executive;The New York Times;Technology;04/08/2020;Mr. Schiller will be replaced by Greg Joswiak, a longtime executive at the company.;['Apple Inc', 'Advertising and Marketing', 'Cook, Timothy D', 'Schiller, Philip W', 'Joswiak, Greg', 'Computers and the Internet', 'Appointments and Executive Changes'];586
Apple and Epic Games Spar Over Returning Fortnite to the App Store;The New York Times;Technology;28/09/2020;The two companies argued in federal court over Apple’s power over apps, as their fight heads to trial next year.;['Fortnite (Video Game)', 'Apple Inc', 'Epic Games', 'Mobile Applications', 'Computer and Video Games', 'Mobile Commerce and Payments', 'Antitrust Laws and Competition Issues', 'Suits and Litigation (Civil)', 'Computers and the Internet'];947
To Fight Apple and Google, Smaller App Rivals Organize a Coalition;The New York Times;Technology;24/09/2020;Spotify, Match Group, Epic Games and others have created a nonprofit alliance that they hope will amplify a protest against the power of the giants.;['Mobile Applications', 'Computers and the Internet', 'Mobile Commerce and Payments', 'Software', 'Antitrust Laws and Competition Issues', 'Computer and Video Games', 'Smartphones', 'Apple Inc', 'Basecamp LLC', 'Blockchain', 'Google Inc', 'Match Group Inc.', 'Spotify', 'Sweeney, Tim (1970- )'];919
Fall’s Here. Can We Still Go Apple Picking?;The New York Times;Travel;17/09/2020;Wandering through corn mazes, picking pumpkins and visits to wineries and haunted houses are still on the calendar, but social distancing and face masks are part of the plan.;['Labyrinths and Mazes', 'Autumn (Season)', 'Agriculture and Farming', 'Halloween', 'Apples', 'Travel and Vacations', 'Pumpkins', 'Wines'];2074
Simeon Coxe, Whose Silver Apples Presaged Synth-Pop, Dies at 82;The New York Times;Arts;12/09/2020;In the late 1960s, playing a homemade electronic instrument, he created “the mating call between a jackhammer and a Veg-O-Matic.”;['Pop and Rock Music', 'Silver Apples', 'Deaths (Obituaries)', 'Coxe, Simeon (1938-2020)', 'Musical Instruments'];1057
Jon Stewart Returns to Spotlight With a Series for Apple TV+;The New York Times;Business;27/10/2020;On his new program, the former “Daily Show” host will “explore topics that are currently part of the national conversation and his advocacy work,” Apple said.;['Television', 'Apple TV Plus', 'Stewart, Jon', 'The Daily Show with Jon Stewart (TV Program)'];433
Apple, Google and a Deal That Controls the Internet;The New York Times;Technology;25/10/2020;In a landmark antitrust complaint, the Justice Department is targeting a secretive partnership that is worth billions of dollars to both companies.;['Antitrust Laws and Competition Issues', 'Search Engines', 'Computers and the Internet', 'Mobile Applications', 'Online Advertising', 'Smartphones', 'iPhone', 'Suits and Litigation (Civil)', 'Alphabet Inc', 'Apple Inc', 'Google Inc', 'Justice Department', 'Microsoft Corp', 'Cook, Timothy D', 'Pichai, Sundar', 'Jobs, Steven P', 'Schmidt, Eric E'];1609
What You Need to Know About 5G Smartphones;The New York Times;Technology;13/10/2020;The newest iPhones are expected to run on next-generation 5G cellular networks. Let’s get real about what that means.;['5G (Wireless Communications)', 'Content Type: Service', 'Smartphones'];509
Apple Does Not Need to Return Fortnite to App Store, Judge Rules;The New York Times;Technology;09/10/2020;Fortnite’s parent company, Epic Games, had broken its contract with Apple, a federal judge found. The case goes to trial next year.;['Apple Inc', 'Epic Games', 'Fortnite (Video Game)', 'Mobile Applications', 'Computer and Video Games', 'Gonzalez Rogers, Yvonne (1965- )', 'Decisions and Verdicts', 'Antitrust Laws and Competition Issues', 'Suits and Litigation (Civil)'];801
Apple, After Outcry, Makes ‘Peanuts’ Holiday Specials Available on PBS;The New York Times;Arts;19/11/2020;The tech giant, which recently gained exclusive rights to the widely beloved “Peanuts” specials, said they would air on public airwaves again this year.;"['Apple Inc', 'Apple TV Plus', 'Apple TV', 'Public Broadcasting Service', 'Television', 'Public Broadcasting', 'Video Recordings, Downloads and Streaming', 'A Charlie Brown Christmas (TV Program)', ""It's the Great Pumpkin, Charlie Brown (TV Program)"", 'A Charlie Brown Thanksgiving (TV Program)']";525
Apple Halves Its App Store Fee for the Smaller Companies;The New York Times;Technology;18/11/2020;App makers bridled at the 30 percent commission, which has drawn scrutiny from regulators looking into antitrust claims.;['Apple Inc', 'Mobile Applications', 'Prices (Fares, Fees and Rates)', 'Computers and the Internet', 'Computer and Video Games', 'Antitrust Laws and Competition Issues', 'Suits and Litigation (Civil)', 'Epic Games', 'Regulation and Deregulation of Industry'];949
Apple Introduces New Macs With the First Apple Chips;The New York Times;Technology;10/11/2020;Apple unveiled three new Mac computers that use processors the company created itself, ending its reliance on Intel.;['Apple Inc', 'Laptop Computers', 'Computer Chips', 'Computers and the Internet', 'Intel Corporation'];490
Apple Puts Key Contractor on Probation Over Labor Abuses in China;The New York Times;Business;09/11/2020;The technology giant said it had suspended future business with the iPhone assembler Pegatron pending corrective actions. The Taiwanese manufacturer broke rules limiting student employee work hours.;['Workplace Hazards and Violations', 'Labor and Jobs', 'Factories and Manufacturing', 'Wages and Salaries', 'Apple Inc', 'Pegatron Corp', 'Taiwan', 'China'];656
The Right Apple Pie for a Pandemic Thanksgiving;The New York Times;Food;06/11/2020;From choosing the apples to shaping the dough, Genevieve Ko finds ways to modernize this comforting classic.;"['Pies', 'Cooking and Cookbooks', 'Apples', 'Bakeries and Baked Products', ""The Apple Lover's Cookbook (Book)"", 'Traverso, Amy', 'Chang, Joanne (Chef)', 'Quarantine (Life and Culture)', 'Content Type: Service']";591
Amazon Buys Wondery as Podcasting Race Continues;The New York Times;Business;30/12/2020;The deal, valued at $300 million, is the latest in a string of acquisitions as streaming platforms expand beyond music and video.;['Podcasts', 'Mergers, Acquisitions and Divestitures', 'Amazon.com Inc', 'Wondery Inc'];422
74 of Our Favorite Facts for 2020;The New York Times;Times Insider;30/12/2020;Each day, our editors collect the most interesting, striking or delightful facts to appear in articles throughout the paper. Here are 74 from the past year that were the most revealing.;['New York Times', 'News and News Media', 'Two Thousand Twenty'];2314
Facebook Takes the Gloves Off in Feud With Apple;The New York Times;Technology;16/12/2020;The social network said it opposed changes that Apple was making to the tracking of apps and would provide information for an antitrust complaint against the iPhone maker.;['Apple Inc', 'Facebook Inc', 'Data-Mining and Database Marketing', 'Privacy', 'Online Advertising', 'Computers and the Internet', 'Social Media', 'Mobile Applications', 'Software', 'Small Business', 'Cook, Timothy D', 'Zuckerberg, Mark E'];1445
A TikTok Doctor Talks Vaccines;The New York Times;Technology;14/12/2020;He brings the energy of popular short videos to cancer screenings and infection rates.;['Social Media', 'Coronavirus (2019-nCoV)', 'Apple Inc', 'TikTok (ByteDance)'];1175
Amazon and Apple Are Powering a Shift Away From Intel’s Chips;The New York Times;Technology;01/12/2020;Amazon’s cloud computing business and Apple’s Macs are increasingly using the companies’ homegrown chips.;['Computer Chips', 'Computers and the Internet', 'Cloud Computing', 'Cellular Telephones', 'Laptop Computers', 'Data Centers', 'Smartphones', 'Amazon.com Inc', 'Ampere Computing', 'Apple Inc', 'Intel Corporation', 'Arm Ltd'];1199
Facebook Said to Consider Suing Apple Over App Store Practices;The New York Times;Technology;28/01/2021;The social network has discussed an antitrust lawsuit against Apple, as tensions grow between the companies over how each treats consumer data.;['Facebook Inc', 'Apple Inc', 'Data-Mining and Database Marketing', 'Mobile Applications', 'Computers and the Internet', 'Suits and Litigation (Civil)', 'Software', 'Online Advertising', 'Antitrust Laws and Competition Issues', 'Social Media', 'Privacy', 'Cook, Timothy D'];764
What We Learned From Apple’s New Privacy Labels;The New York Times;Technology;27/01/2021;Requiring that app makers list the data they collect reveals a lot about what some apps do with our information (ahem, WhatsApp) but creates confusion about others.;['Data-Mining and Database Marketing', 'Privacy', 'Mobile Applications', 'Computer Security', 'Content Type: Service', 'E-Commerce', 'Computers and the Internet', 'Instant Messaging', 'Advertising and Marketing', 'Labeling and Labels (Product)', 'Software', 'Apple Inc', 'Audio Recordings, Downloads and Streaming', 'Apple Music', 'Signal (Open Whisper Systems)', 'Spotify', 'WhatsApp Inc'];1457
When the Hand That Rocks the Cradle Is Suspicious of the Baby Inside;The New York Times;Books;05/01/2021;Ashley Audrain’s dark family drama, “The Push,” explores trauma across generations.;['Books and Literature', 'The Push (Book)', 'Audrain, Ashley'];673
Review: Shakespeare’s Baddies Convene in ‘All the Devils Are Here’;The New York Times;Theater;11/02/2021;Patrick Page writes and stars in a meditation on the Bard’s villains, moving swiftly through a catalog of characters as if he were a chameleon.;['Theater', 'Page, Patrick', 'All the Devils Are Here: How Shakespeare Invented the Villain (Play)', 'Shakespeare Theater Co', 'Shakespeare, William'];731
Breaking Point: How Mark Zuckerberg and Tim Cook Became Foes;The New York Times;Technology;26/04/2021;The chief executives of Facebook and Apple have opposing visions for the future of the internet. Their differences escalated this week.;['Facebook Inc', 'Apple Inc', 'Zuckerberg, Mark E', 'Cook, Timothy D', 'Data-Mining and Database Marketing', 'Privacy', 'Computers and the Internet', 'Social Media', 'Mobile Applications', 'Online Advertising', 'Software', 'iPhone'];1993
Apple’s New Devices Target Markets Led by Smaller Rivals;The New York Times;Business;20/04/2021;The company also said it planned to release iPhone software next week with a privacy feature that worries many digital-advertising companies.;['Apple Inc', 'Mobile Applications', 'Software', 'Privacy', 'Online Advertising', 'Podcasts'];801
In Antitrust Trial, Tim Cook Argues Apple Doesn’t Hurt App Makers;The New York Times;Technology;21/05/2021;The chief executive of Apple, which was sued by the gaming company Epic, said his company had invested heavily on security and had lowered some fees in its App Store.;['Mobile Commerce and Payments', 'Antitrust Laws and Competition Issues', 'Suits and Litigation (Civil)', 'Mobile Applications', 'Computer and Video Games', 'Computers and the Internet', 'Apple Inc', 'Cook, Timothy D', 'Epic Games', 'Sweeney, Tim (1970- )', 'Fortnite (Video Game)'];1425
Apple’s Compromises in China: 5 Takeaways;The New York Times;Technology;17/05/2021;To stay on the good side of the Chinese authorities, the company has made decisions that contradict its carefully curated image.;['Cloud Computing', 'Computer Security', 'Computers and the Internet', 'Censorship', 'Data Centers', 'Communist Party of China', 'Apple Inc', 'Guizhou Cloud Big Data Industry Co Ltd', 'iCloud', 'Guo Wengui', 'Guizhou (China)'];737
Censorship, Surveillance and Profits: A Hard Bargain for Apple in China;The New York Times;Technology;17/05/2021;Apple built the world’s most valuable business on top of China. Now it has to answer to the Chinese government.;['Apple Inc', 'China', 'Computer Security', 'Mobile Applications', 'Cloud Computing', 'Computers and the Internet', 'Censorship', 'Data Storage', 'Surveillance of Citizens by Government', 'Suits and Litigation (Civil)', 'Privacy', 'iPhone', 'Guizhou Cloud Big Data Industry Co Ltd', 'iCloud', 'Cook, Timothy D', 'Cue, Eddy', 'Guo Wengui', 'Inner Mongolia', 'Guthrie, Doug (1969- )', 'Politics and Government'];3831
Apple and Epic Trial Opens With a Tour of the Fortnite ‘Metaverse’;The New York Times;Business;03/05/2021;Epic has accused Apple of unfairly using its App Store’s power to take a cut of the money made in Fortnite, a popular online game.;['Mobile Applications', 'Computers and the Internet', 'E-Commerce', 'Antitrust Laws and Competition Issues', 'Suits and Litigation (Civil)', 'iPhone', 'Apple Inc', 'Epic Games', 'Google Inc', 'Sweeney, Tim (1970- )', 'Forrest, Katherine B'];1034
He Warned Apple About the Risks in China. Then They Became Reality.;The New York Times;Technology;17/06/2021;Doug Guthrie, once one of America’s leading China bulls, rang the alarm on doing business there. He spoke about his time at Apple.;['Apple Inc', 'Guthrie, Doug (1969- )', 'China', 'Computers and the Internet', 'International Trade and World Market', 'Factories and Manufacturing', 'Computer Security', 'Communist Party of China', 'Xi Jinping', 'iPod', 'iPhone', 'Censorship', 'Privacy', 'Foxconn Technology', 'Politics and Government'];1563
Apple Is Said to Have Turned Over Data on Trump’s White House Counsel in 2018;The New York Times;U.S.;13/06/2021;The company notified Donald F. McGahn II last month that it had been subpoenaed for his account information three years ago.;['McGahn, Donald F II', 'Apple Inc', 'Justice Department', 'Subpoenas', 'Classified Information and State Secrets', 'Special Prosecutors (Independent Counsel)', 'Mueller, Robert S III', 'Trump, Donald J', 'United States Politics and Government', 'Russia', 'Russian Interference in 2016 US Elections and Ties to Trump Associates', 'Ethics and Official Misconduct'];1477
What to Know About the Newest iPhone and Android Software;The New York Times;Technology;09/06/2021;Apple and Google have unveiled phone features designed for an era of hybrid remote and in-person work.;['Content Type: Service', 'Mobile Applications', 'Computers and the Internet', 'iOS (Operating System)', 'Software', 'Smartphones', 'Videophones and Videoconferencing', 'Android (Operating System)', 'Privacy', 'Quarantine (Life and Culture)', 'Cameras', 'Apple Inc', 'Google Inc', 'iPhone'];1254
Apple unveils new privacy features, digital IDs and changes to FaceTime.;The New York Times;Technology;07/06/2021;Apple’s privacy push has put the company at odds with rivals. Despite protests from some corners of Silicon Valley, Monday’s announcements show that Apple has doubled down on privacy features.;['Mobile Applications', 'Computers and the Internet', 'Software', 'Censorship', 'Identification Devices', 'iPhone', 'Apple Inc'];597
Why All the Fury at Apple?;The New York Times;Technology;07/06/2021;Some developers are sick of Apple being a dictator. Apple says it’s protecting us. Let’s dissect this.;['Apple Inc', 'Amazon.com Inc', 'Mobile Applications', 'Speakers (Audio)'];1267
Why Apple Won Its Legal Settlement With Developers;The New York Times;Technology;27/08/2021;Apple said it had made major concessions, but a closer examination suggests that the tech giant and the app makers’ lawyers were big winners.;['Apple Inc', 'Mobile Applications', 'Suits and Litigation (Civil)', 'iPhone'];1294
Are Apple’s Tools Against Child Abuse Bad for Your Privacy?;The New York Times;Technology;18/08/2021;The backlash to Apple’s efforts to fight child sexual abuse show that in the debate between privacy and security, there are few easy answers.;['Computers and the Internet', 'Computer Security', 'Child Abuse and Neglect', 'Privacy', 'Smartphones', 'Sex Crimes', 'iPhone', 'Surveillance of Citizens by Government', 'Child Pornography', 'Apple Inc', 'iCloud', 'National Center for Missing and Exploited Children'];1473
Apple Wants to Protect Children. But It’s Creating Serious Privacy Risks.;The New York Times;Opinion;11/08/2021;The company’s plan to scan photos stored on your phone should worry you.;['Apple Inc', 'Child Abuse and Neglect', 'Data-Mining and Database Marketing', 'Privacy', 'Computers and the Internet', 'Social Media', 'Child Pornography', 'Photography'];816
Apple’s iPhones Will Include New Tools to Flag Child Sexual Abuse;The New York Times;Technology;05/08/2021;The changes, for later this year, raised concerns that the company is installing surveillance technology that governments could exploit.;['Apple Inc', 'Child Pornography', 'Computer Security', 'Cloud Computing', 'Privacy', 'Software', 'iCloud', 'Surveillance of Citizens by Government'];994
Tim Cook Faces Surprising Employee Unrest at Apple;The New York Times;Technology;17/09/2021;Hundreds of current and former Apple workers are complaining about their work environment, a rarity for the once tight-lipped company.;['Apple Inc', 'Workplace Hazards and Violations', 'Computers and the Internet', 'Cook, Timothy D', 'Discrimination', 'Wages and Salaries', 'Equal Employment Opportunity Commission', 'Workplace Environment'];1424
Apple’s new iPhone 13 is better, but not by much.;The New York Times;Technology;14/09/2021;Apple said its new iPhone 13 models have better screens, cameras and battery life, but it didn’t announce any major new advances.;['Apple Inc', 'iPhone', 'Computers and the Internet', 'Mobile Applications'];535
Apple Issues Emergency Security Updates to Close a Spyware Flaw;The New York Times;Technology;13/09/2021;Researchers at Citizen Lab found that NSO Group, an Israeli spyware company, had infected Apple products without so much as a click.;['iPhone', 'Computer Security', 'Cyberwarfare and Defense', 'NSO Group', 'Apple Inc', 'Human Rights and Human Rights Violations', 'Citizen Lab'];1393
Judge Orders Apple to Ease Restrictions on App Developers;The New York Times;Technology;10/09/2021;The decision could have major implications for thousands of businesses that pay Apple billions of dollars each year.;['Apple Inc', 'Mobile Applications', 'Suits and Litigation (Civil)', 'Computers and the Internet', 'Computer and Video Games', 'Software', 'Mobile Commerce and Payments', 'Antitrust Laws and Competition Issues', 'Epic Games', 'Gonzalez Rogers, Yvonne (1965- )', 'Decisions and Verdicts'];1519
Apple delays the rollout of child-safety features over privacy concerns.;The New York Times;Business;03/09/2021;Apple had not expected the kind of backlash the new features faced.;['Apple Inc', 'iPhone', 'Child Pornography', 'Child Abuse and Neglect', 'Sex Crimes', 'Computers and the Internet', 'Privacy'];552
Apple reports rising revenue as it grapples with supply chain issues.;The New York Times;Business;28/10/2021;As usual, iPhone sales led the way, generating nearly $40 billion in revenue.;[];639
Leader of Apple activism movement says she was fired.;The New York Times;Technology;15/10/2021;Janneke Parrish, who was a program manager for Apple Maps in Austin, Texas, was one of the two leaders of a group that called itself AppleToo.;['Apple Inc', 'Computers and the Internet', 'Parrish, Janneke', 'Sexual Harassment', 'Workplace Hazards and Violations'];514
Cybersecurity Experts Sound Alarm on Apple and E.U. Phone Scanning Plans;The New York Times;Business;15/10/2021;A group of researchers said the “dangerous technology” was invasive and not effective at detecting images of child sexual abuse.;['Surveillance of Citizens by Government', 'Computer Security', 'Research', 'Privacy', 'Child Pornography', 'Child Abuse and Neglect', 'Sex Crimes', 'Apple Inc', 'European Union', 'iCloud'];465
Billy Apple, Artist Who Was His Own Life’s Work, Dies at 85;The New York Times;Arts;07/10/2021;Born Barrie Bates in New Zealand, he became Billy Apple in London, embarking on a long career that marched through art explorations, from Pop to conceptual to self-branding.;['Deaths (Obituaries)', 'Art', 'Pop Art', 'Apple, Billy (1935-2021)'];1064
A Book for Your Johnny Appleseed;The New York Times;Food;04/10/2021;“Odd Apples” contains colorful portraits of some lesser-known apples like the knobbed russet from England.;['Books and Literature', 'Photography', 'Apples', 'Odd Apples (Book)', 'Mullan, William'];157
It’s the Season for Cider. Here’s How to Drink It.;The New York Times;Food;01/10/2021;Added to cocktails, sipped on its own or even turned into a syrup, this drink with a long history is anything but simple.;['Cider', 'Cocktails and Mixed Drinks'];749
Apple Sues Israeli Spyware Maker, Seeking to Block Its Access to iPhones;The New York Times;Technology;23/11/2021;Apple accused NSO Group, the Israeli surveillance company, of “flagrant” violations of its software, as well as federal and state laws.;['Cyberattacks and Hackers', 'Computer Security', 'Computers and the Internet', 'Software', 'Suits and Litigation (Civil)', 'Surveillance of Citizens by Government', 'iPhone', 'Smartphones', 'Politics and Government', 'Apple Inc', 'NSO Group', 'Citizen Lab', 'Facebook Inc', 'Lookout Inc', 'Israel'];1103
What Apple’s New Repair Program Means for You (and Your iPhone);The New York Times;Technology;17/11/2021;Apple said it would soon provide parts, tools and manuals to those who wanted to fix their own iPhones and Mac computers.;['Apple Inc', 'iPhone', 'Smartphones', 'Computers and the Internet', 'Content Type: Service', 'Do It Yourself'];778
It’s Apple Season. This Galette Cuts the Chill With a Kick.;The New York Times;Magazine;03/11/2021;Dorie Greenspan makes a savory tart with apple, sweet potato, cheese and a touch of chile pepper.;['Cooking and Cookbooks', 'Peppers', 'Herme, Pierre', 'Basque Region (France)', 'California', 'Recipes'];934
Another Apple Worker Says the Company Retaliated Against Her;The New York Times;Technology;02/11/2021;One of the leaders of an activist movement at Apple took her complaint to a federal agency, marking an escalation of a conflict between Apple and some of its workers.;['Parrish, Janneke', 'Apple Inc', 'Workplace Hazards and Violations', 'Computers and the Internet', 'Labor and Jobs', 'National Labor Relations Board', 'Cook, Timothy D', 'audio-neutral-informative'];1023
